POCO,CADASTRO,OPERADOR,POCO_OPERADOR,ESTADO,BACIA,BLOCO,SIG_CAMPO,CAMPO,TERRA_MAR,POCO_POS_ANP,TIPO,CATEGORIA,RECLASSIFICACAO,SITUACAO,INÍCIO,TÉRMINO,CONCLUSAO,TITULARIDADE,LATITUDE_BASE_4C,LONGITUDE_BASE_4C,LATITUDE_BASE_DD,LONGITUDE_BASE_DD,DATUM_HORIZONTAL,TIPO_DE_COORDENADA_DE_BASE,DIRECAO,PROFUNDIDADE_VERTICAL_M,PROFUNDIDADE_SONDADOR_M,PROFUNDIDADE_MEDIDA_M,REFERENCIA_DE_PROFUNDIDADE,MESA_ROTATIVA,COTA_ALTIMETRICA_M,LAMINA_D_AGUA_M,DATUM_VERTICAL,UNIDADE_ESTRATIGRAFICA,GEOLOGIA_GRUPO_FINAL,GEOLOGIA_FORMACAO_FINAL,GEOLOGIA_MEMBRO_FINAL,CDPE,AGP,PC,PAG,PERFIS_CONVENCIONAIS,DURANTE_PERFURACAO,PERFIS_DIGITAIS,PERFIS_PROCESSADOS,PERFIS_ESPECIAIS,AMOSTRA_LATERAL,SISMICA,TABELA_TEMPO_PROFUNDIDADE,DADOS_DIRECIONAIS,TESTE_A_CABO,TESTE_DE_FORMACAO,CANHONEIO,TESTEMUNHO,GEOQUIMICA,SIG_SONDA,NOM_SONDA,ATINGIU_PRESAL,DHA_ATUALIZACAO
7-CP-1747D-SE,90120023707,Carmo,7CP1747DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,2/17/2009,2/26/2009,3/1/2009,Publico,"	-10:37:46,816","	-36:56:38,751","-10,6296711111","-36,9440975",SIRGAS2000,Definitiva,Direcional,0,913,913,MR,10,4.71,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,SC-82,SONDA CONVENCIONAL 82,,5/3/2026
7-CP-1748D-SE,90120024038,Carmo,7CP1748DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,7/17/2009,7/26/2009,7/28/2009,Publico,"	-10:39:19,307","	-36:59:17,946","-10,6553630555","-36,9883183333",SIRGAS2000,Definitiva,Direcional,871,0,890,MR,19,15.38,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,BCH-3,BCH Energy 3,,5/3/2026
7-CP-1749D-SE,90120022966,Carmo,7CP1749DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,4/23/2008,5/5/2008,5/6/2008,Publico,"	-10:39:46,446","	-36:59:08,464","-10,6629016666","-36,9856844444",SIRGAS2000,Definitiva,Direcional,0,880,880,MR,18,13.2,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,,,,,,BCH-06,BCH Energy 6,,5/3/2026
7-CP-174D-SE,901200042200,Carmo,7CP  0174D SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,N,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,7/6/1967,7/30/1967,7/30/1967,Publico,"	-10:37:40,158","	-36:56:25,777","-10,6278216666","-36,9404936111",SIRGAS2000,Definitiva,Direcional,,972.5,,MR,7,,,,,,,,,,,,,,Existe,,,,,,,,,,,,SC-73,SONDA CONVENCIONAL 73,,5/3/2026
7-CP-1750D-SE,90120022773,Carmo,7CP1750DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,1/11/2008,1/19/2008,1/20/2008,Publico,"	-10:39:49,541","	-36:59:00,760","-10,6637613888","-36,9835444444",SIRGAS2000,Definitiva,Direcional,877.6,0,901,MR,21,15.83,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,SC-82,SONDA CONVENCIONAL 82,I,5/3/2026
7-CP-1751-SE,72120022740,Carmo,7CP1751SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,12/28/2007,2/7/2008,2/9/2008,Publico,"	-10:39:58,083","	-36:59:06,555","-10,6661341666","-36,9851541666",SIRGAS2000,Definitiva,Vertical,881,881,881,MR,14,9.4,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,SC-82,SONDA CONVENCIONAL 82,,5/3/2026
7-CP-1752-SE,90120023964,Carmo,7CP1752SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,6/11/2009,6/25/2009,6/27/2009,Publico,"	-10:39:41,002","	-36:58:07,275","-10,6613894444","-36,9686875",SIRGAS2000,Definitiva,Vertical,895,895,895,MR,26,21.59,0,NM,,,,,Existe,,,,Existe,,,,,,,,,Existe,,,,,BCH-3,BCH Energy 3,,5/3/2026
7-CP-1753-SE,90120023876,Carmo,7CP1753SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,5/4/2009,5/17/2009,5/19/2009,Publico,"	-10:39:46,673","	-36:57:41,042","-10,6629647222","-36,9614005555",SIRGAS2000,Definitiva,Vertical,0,895,895,MR,13,8.98,0,NM,,,,,Existe,,,,Existe,,,,,,,,,Existe,,,,,SP-01,Itaí,,5/3/2026
7-CP-1754-SE,90120024755,Carmo,7CP1754SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,5/14/2010,5/25/2010,5/27/2010,Publico,"	-10:39:45,219","	-36:57:26,693","-10,6625608333","-36,9574147222",SIRGAS2000,Definitiva,Vertical,-864.3,877,877.3,MR,13,8.47,0,NM,,,,,Existe,,,,Existe,,,,,,,,,Existe,,,,,BCH-06,BCH Energy 6,I,5/3/2026
7-CP-1756D-SE,90120022849,Carmo,7CP1756DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ARRASADO,2/25/2008,3/4/2008,3/6/2008,Publico,"	-10:38:33,478","	-36:58:44,625","-10,6426327777","-36,9790625",SIRGAS2000,Definitiva,Direcional,919.3,0,945,MR,118,112.68,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,SC-82,SONDA CONVENCIONAL 82,,5/3/2026
7-CP-1757-SE,90120022685,Carmo,7CP1757SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,11/26/2007,12/2/2007,12/4/2007,Publico,"	-10:38:16,698","	-36:58:06,472","-10,6379716666","-36,9684644444",SIRGAS2000,Definitiva,Vertical,0,0,866,MR,11,6.12,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,,,,,,SC-91,SONDA CONVENCIONAL 91,,5/3/2026
7-CP-1758-SE,90120023165,Carmo,7-CP-1758-SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,7/14/2008,,9/18/2008,Publico,"	-10:38:09,630","	-36:57:57,322","-10,6360083333","-36,9659227777",SIRGAS2000,Definitiva,Vertical,0,63,63,MR,9,4.66,0,NM,,,,,,,,,,,,,,,,,Existe,,,,,,SC-82,SONDA CONVENCIONAL 82,,5/3/2026
7-CP-1758A-SE,90120023462,Carmo,7CP1758ASE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,11/12/2008,11/24/2008,11/26/2008,Publico,"	-10:38:09,470","	-36:57:57,155","-10,6359638888","-36,9658763888",SIRGAS2000,Definitiva,Vertical,0,0,870.6,MR,10,4.56,0,NM,,,,,Existe,,,,Existe,,,,Existe,,,,,,,,,,SC-91,SONDA CONVENCIONAL 91,,5/3/2026
7-CP-1759-SE,90120023039,Carmo,7CP1759SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,5/10/2008,5/24/2008,5/25/2008,Publico,"	-10:37:32,457","	-36:57:04,251","-10,6256825","-36,9511808333",SIRGAS2000,Definitiva,Vertical,0,890,890,MR,41,36.7,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,BCH-06,BCH Energy 6,,5/3/2026
7-CP-175D-SE,901200042700,Carmo,7CP  0175D SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,N,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,7/24/1967,8/11/1967,8/11/1967,Publico,"	-10:37:53,448","	-36:56:25,910","-10,6315133333","-36,9405305555",SIRGAS2000,Definitiva,Direcional,,975,,MR,7,,,,,,,,,,,,,,Existe,,,,,,,,,,,,SC-70,SONDA CONVENCIONAL 70,,5/3/2026
7-CP-1760D-SE,90120023186,Carmo,7CP1760DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,7/27/2008,8/5/2008,8/7/2008,Publico,"	-10:37:25,682","	-36:55:59,180","-10,6238005555","-36,9331055555",SIRGAS2000,Definitiva,Direcional,0,920,920,MR,21,16.17,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,BCH-06,BCH Energy 6,,5/3/2026
7-CP-1761-SE,90120023277,Carmo,7CP1761SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,8/31/2008,9/7/2008,9/13/2008,Publico,"	-10:37:45,276","	-36:56:01,536","-10,6292433333","-36,93376",SIRGAS2000,Definitiva,Vertical,0,870,870,MR,8,3.32,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,,,,,,BCH-06,BCH Energy 6,,5/3/2026
7-CP-1762-SE,90120024689,Carmo,7CP1762SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,4/10/2010,4/23/2010,4/25/2010,Publico,"	-10:37:39,323","	-36:55:53,127","-10,6275897222","-36,9314241666",SIRGAS2000,Definitiva,Vertical,865,865,865,MR,25,21.11,0,NM,,,,,Existe,,,,Existe,,,,,,,,,Existe,,,,,BCH-3,BCH Energy 3,,5/3/2026
7-CP-1763-SE,90120024956,Carmo,7CP1763SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,8/7/2010,8/14/2010,8/15/2010,Publico,"	-10:37:36,913","	-36:56:48,739","-10,6269202777","-36,9468719444",SIRGAS2000,Definitiva,Vertical,-841.3,860,859.3,MR,18,14.4,0,NM,,,,,Existe,,,,Existe,,,,,,,,,Existe,,,,,BCH-3,BCH Energy 3,,5/3/2026
7-CP-1764D-SE,90120024070,Carmo,7CP1764DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,7/31/2009,9/27/2009,9/29/2009,Publico,"	-10:39:14,348","	-36:56:25,741","-10,6539855555","-36,9404836111",SIRGAS2000,Definitiva,Direcional,-862.2,885,879.8,MR,6,2.43,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,BCH-3,BCH Energy 3,,5/3/2026
7-CP-1765D-SE,90120024773,Carmo,7CP1765DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,5/22/2010,6/4/2010,6/5/2010,Publico,"	-10:39:16,722","	-36:56:10,908","-10,654645","-36,9363633333",SIRGAS2000,Definitiva,Direcional,-860.8,900,901,MR,8,3.75,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,BCH-06,BCH Energy 6,,5/3/2026
7-CP-1766D-SE,90120024721,Carmo,7CP1766DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,4/28/2010,5/9/2010,5/9/2010,Publico,"	-10:39:30,148","	-36:57:09,811","-10,6583744444","-36,9527252777",SIRGAS2000,Definitiva,Direcional,-867.89,910,911,MR,11,6.73,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,BCH-06,BCH Energy 6,,5/3/2026
7-CP-1767D-SE,90120024530,Carmo,7CP1767DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2/2/2010,2/10/2010,10/12/2010,Publico,"	-10:38:17,934","	-36:56:12,249","-10,638315","-36,9367358333",SIRGAS2000,Definitiva,Direcional,-852.6,890,885.2,MR,8,3.1,0,NM,,,,,Existe,,,,Existe,,,,Existe,,,,Existe,,,,,,BCH-06,BCH Energy 6,,5/3/2026
7-CP-1768-SE,90120024456,Carmo,7CP1768SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,1/1/2010,1/12/2010,1/14/2010,Publico,"	-10:38:02,721","	-36:55:50,141","-10,6340891666","-36,9305947222",SIRGAS2000,Definitiva,Vertical,-855,873,873,MR,18,13.51,0,NM,,,,,Existe,,,,Existe,,,,Existe,,,,,,,,,,BCH-06,BCH Energy 6,I,5/3/2026
7-CP-1769D-SE,90120024616,Carmo,7CP1769DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,,FECHADO,3/4/2010,3/18/2010,3/20/2010,Publico,"	-10:39:04,478","	-36:56:06,272","-10,6512438888","-36,9350755555",SIRGAS2000,Definitiva,Direcional,0,0,0,MR,8,3.53,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,BCH-3,BCH Energy 3,I,5/3/2026
7-CP-176D-SE,901200042900,Carmo,7CP  0176D SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,N,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,8/7/1967,9/2/1967,9/2/1967,Publico,"	-10:38:05,448","	-36:56:12,083","-10,6348466666","-36,9366897222",SIRGAS2000,Definitiva,Direcional,,946,,MR,6,,,,,,,,,,,,,,Existe,,,,,,,,,,,,SC-69,SONDA CONVENCIONAL 69,,5/3/2026
7-CP-177-SE,901200044000,Carmo,7CP  0177  SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,N,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,INJETANDO,10/10/1967,10/18/1967,10/18/1967,Publico,"	-10:38:05,387","	-36:55:45,575","-10,6348297222","-36,9293263888",SIRGAS2000,Definitiva,Vertical,,858,,MR,34,,,,,,,,,,,,,,Existe,,,,,,,,,,,,SC-69,SONDA CONVENCIONAL 69,,5/3/2026
7-CP-1770-SE,90120025554,Carmo,7CP1770SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,6/4/2011,6/16/2011,6/24/2011,Publico,"	-10:38:44,563","	-36:55:25,149","-10,6457119444","-36,9236525",SIRGAS2000,Definitiva,Vertical,-855,905,905,MR,50,44.97,0,NM,,,,,Existe,,,,Existe,,,,,,,,,Existe,,,,,ETX-05,SONDA CONVENCIONAL ETX-05,,5/3/2026
7-CP-1771-SE,90120025939,Carmo,7CP1771SE,SE,Sergipe,,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,12/19/2011,1/4/2012,1/5/2012,Publico,"	-10:38:38,013","	-36:55:18,849","-10,6438925","-36,9219025",SIRGAS2000,Definitiva,Vertical,-842.7,905,905.7,MR,63,57.84,0,NM,,,,,Existe,,,,Existe,,,,,,,,,Existe,,,,,ETX-03,SONDA CONVENCIONAL ETX-03,,5/3/2026
7-CP-1773-SE,90120025862,Carmo,7CP1773SE,SE,Sergipe,,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,11/12/2011,11/24/2011,12/1/2011,Publico,"	-10:38:22,113","	-36:56:09,610","-10,6394758333","-36,9360027777",SIRGAS2000,Definitiva,Vertical,-840.3,847,847.3,MR,7,1.58,0,NM,,,,,Existe,,,,Existe,,,,,,,,,Existe,,,,,SC-82,SONDA CONVENCIONAL 82,,5/3/2026
7-CP-1775-SE,90120022847,Carmo,7CP1775SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2/23/2008,3/3/2008,3/4/2008,Publico,"	-10:37:21,159","	-36:57:08,132","-10,6225441666","-36,9522588888",SIRGAS2000,Definitiva,Vertical,880,880,880,MR,22,17.71,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,BCH-06,BCH Energy 6,,5/3/2026
7-CP-1776D-SE,90120022523,Carmo,7CP1776DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,8/30/2007,9/12/2007,9/15/2007,Publico,"	-10:37:23,361","	-36:57:15,912","-10,6231558333","-36,95442",SIRGAS2000,Definitiva,Direcional,0,910,910,MR,15,9.5,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,SP-01,Itaí,,5/3/2026
7-CP-1777D-SE,90120022551,Carmo,7CP1777DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,9/17/2007,9/17/2007,9/17/2007,Publico,"	-10:37:17,391","	-36:57:24,350","-10,6214975","-36,9567638888",SIRGAS2000,Definitiva,Direcional,0,0,0,MR,12,7.1,0,NM,,,,,Existe,,,,,,,,,,,,,,,,,,SP-01,Itaí,I,5/3/2026
7-CP-1777DA-SE,90120022580,Carmo,7CP1777DASE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,10/2/2007,10/10/2007,10/11/2007,Publico,"	-10:37:17,268","	-36:57:24,225","-10,6214633333","-36,9567291666",SIRGAS2000,Definitiva,Direcional,0,909,909,MR,11,7.42,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,SC-85,SONDA CONVENCIONAL 85,,5/3/2026
7-CP-1778-SE,90120022697,Carmo,7CP1778SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,12/5/2007,12/16/2007,12/17/2007,Publico,"	-10:37:22,249","	-36:57:00,893","-10,6228469444","-36,9502480555",SIRGAS2000,Definitiva,Vertical,0,935,935,MR,74,70.71,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,SC-85,SONDA CONVENCIONAL 85,,5/3/2026
7-CP-1779D-SE,72120022943,Carmo,7CP1779DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,4/9/2008,4/16/2008,4/17/2008,Publico,"	-10:38:20,070","	-36:57:36,911","-10,6389083333","-36,9602530555",SIRGAS2000,Definitiva,Direcional,0,880,880,MR,11,5.73,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,SC-82,SONDA CONVENCIONAL 82,,5/3/2026
7-CP-1781D-SE,90120024815,Carmo,7CP1781DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,6/9/2010,6/18/2010,6/20/2010,Publico,"	-10:37:45,513","	-36:56:25,557","-10,6293091666","-36,9404325",SIRGAS2000,Definitiva,Direcional,-840,875,877.9,MR,7,3.31,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,BCH-3,BCH Energy 3,,5/3/2026
7-CP-1782-SE,90120022818,Carmo,7CP1782SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,1/28/2008,2/8/2008,2/9/2008,Publico,"	-10:39:14,672","	-36:58:58,618","-10,6540755555","-36,9829494444",SIRGAS2000,Definitiva,Vertical,882,882,882,MR,19,15.7,0,NM,,,,,Existe,,,,Existe,,,,,,,,,Existe,,,,,SC-85,SONDA CONVENCIONAL 85,,5/3/2026
7-CP-1783D-SE,90120023603,Carmo,7CP1783DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,1/4/2009,1/13/2009,1/15/2009,Publico,"	-10:39:36,088","	-36:59:14,727","-10,6600244444","-36,9874241666",SIRGAS2000,Definitiva,Direcional,0,880,880,MR,10,5.02,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,SP-01,Itaí,,5/3/2026
7-CP-1784-SE,90120025657,Carmo,7CP1784SE,SE,Sergipe,,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,7/15/2011,7/30/2011,8/6/2011,Publico,"	-10:38:54,054","	-36:56:09,954","-10,6483483333","-36,9360983333",SIRGAS2000,Definitiva,Vertical,-822,830,830,MR,8,2.42,0,NM,,,,,Existe,,,,Existe,,,,,,,,,Existe,,,,,ETX-05,SONDA CONVENCIONAL ETX-05,,5/3/2026
7-CP-1785-SE,90120023013,Carmo,7CP1785SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,4/25/2008,5/7/2008,5/8/2008,Publico,"	-10:40:10,320","	-36:58:54,170","-10,6695333333","-36,9817138888",SIRGAS2000,Definitiva,Vertical,0,914,914,MR,57,52.38,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,,,,,,SC-91,SONDA CONVENCIONAL 91,,5/3/2026
7-CP-1786D-SE,90120023868,Carmo,7CP1786DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,4/27/2009,5/3/2009,5/5/2009,Publico,"	-10:38:10,980","	-36:58:16,153","-10,6363833333","-36,9711536111",SIRGAS2000,Definitiva,Direcional,0,840,840,MR,11,6.31,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,BCH-06,BCH Energy 6,,5/3/2026
7-CP-1787-SE,90120023843,Carmo,7CP1787SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,4/16/2009,4/23/2009,4/23/2009,Publico,"	-10:38:08,837","	-36:58:20,608","-10,6357880555","-36,9723911111",SIRGAS2000,Definitiva,Vertical,0,855,855,MR,12,7.3,0,NM,,,,,Existe,,,,Existe,,,,,,,,,Existe,,,,,BCH-06,BCH Energy 6,,5/3/2026
7-CP-178D-SE,901200044100,Carmo,7CP  0178D SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,N,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,10/20/1967,11/5/1967,11/5/1967,Publico,"	-10:38:05,051","	-36:55:45,851","-10,6347363888","-36,9294030555",SIRGAS2000,Definitiva,Direcional,,990,,MR,34,,,,,,,,,,,,,,Existe,,,,,,,,,,,,SC-69,SONDA CONVENCIONAL 69,,5/3/2026
7-CP-1792D-SE,90120023386,Carmo,7CP1792DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,10/10/2008,10/16/2008,10/18/2008,Publico,"	-10:39:42,093","	-36:59:21,911","-10,6616925","-36,9894197222",SIRGAS2000,Definitiva,Direcional,0,850,850,MR,14,9.64,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,BCH-06,BCH Energy 6,,5/3/2026
7-CP-1793D-SE,90120024314,Carmo,7CP1793DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,,FECHADO,11/6/2009,11/14/2009,11/15/2009,Publico,"	-10:39:41,818","	-36:59:23,611","-10,6616161111","-36,9898919444",SIRGAS2000,Definitiva,Direcional,0,0,0,MR,14,9.3,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,,,,,,BCH-06,BCH Energy 6,I,5/3/2026
7-CP-1794D-SE,90120023348,Carmo,7CP1794DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,9/27/2008,10/6/2008,10/7/2008,Publico,"	-10:39:42,922","	-36:59:22,232","-10,6619227777","-36,9895088888",SIRGAS2000,Definitiva,Direcional,0,843,843,MR,14,9.63,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,BCH-06,BCH Energy 6,,5/3/2026
7-CP-1797D-SE,90120023242,Carmo,7CP1797DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,8/18/2008,8/26/2008,8/29/2008,Publico,"	-10:37:09,259","	-36:56:07,162","-10,6192386111","-36,9353227777",SIRGAS2000,Definitiva,Direcional,0,900,900,MR,9,4,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,BCH-06,BCH Energy 6,,5/3/2026
7-CP-1798-SE,90120023405,Carmo,7CP1798SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,10/21/2008,11/2/2008,11/2/2008,Publico,"	-10:37:20,728","	-36:56:11,895","-10,6224244444","-36,9366375",SIRGAS2000,Definitiva,Vertical,0,0,892,MR,25,20.5,0,NM,,,,,Existe,,,,Existe,,,,Existe,,,,,,,,,,BCH-06,BCH Energy 6,,5/3/2026
7-CP-1799-SE,90120024719,Carmo,7CP1799SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,4/28/2010,5/16/2010,5/17/2010,Publico,"	-10:37:27,106","	-36:55:52,880","-10,6241961111","-36,9313555555",SIRGAS2000,Definitiva,Vertical,876,875,876,MR,35,31.01,0,NM,,,,,Existe,,,,Existe,,,,,,,,,Existe,,,,,BCH-3,BCH Energy 3,,5/3/2026
