POCO,CADASTRO,OPERADOR,POCO_OPERADOR,ESTADO,BACIA,BLOCO,SIG_CAMPO,CAMPO,TERRA_MAR,POCO_POS_ANP,TIPO,CATEGORIA,RECLASSIFICACAO,SITUACAO,INÍCIO,TÉRMINO,CONCLUSAO,TITULARIDADE,LATITUDE_BASE_4C,LONGITUDE_BASE_4C,LATITUDE_BASE_DD,LONGITUDE_BASE_DD,DATUM_HORIZONTAL,TIPO_DE_COORDENADA_DE_BASE,DIRECAO,PROFUNDIDADE_VERTICAL_M,PROFUNDIDADE_SONDADOR_M,PROFUNDIDADE_MEDIDA_M,REFERENCIA_DE_PROFUNDIDADE,MESA_ROTATIVA,COTA_ALTIMETRICA_M,LAMINA_D_AGUA_M,DATUM_VERTICAL,UNIDADE_ESTRATIGRAFICA,GEOLOGIA_GRUPO_FINAL,GEOLOGIA_FORMACAO_FINAL,GEOLOGIA_MEMBRO_FINAL,CDPE,AGP,PC,PAG,PERFIS_CONVENCIONAIS,DURANTE_PERFURACAO,PERFIS_DIGITAIS,PERFIS_PROCESSADOS,PERFIS_ESPECIAIS,AMOSTRA_LATERAL,SISMICA,TABELA_TEMPO_PROFUNDIDADE,DADOS_DIRECIONAIS,TESTE_A_CABO,TESTE_DE_FORMACAO,CANHONEIO,TESTEMUNHO,GEOQUIMICA,SIG_SONDA,NOM_SONDA,ATINGIU_PRESAL,DHA_ATUALIZACAO
7-CP-1691-SE,90120023849,Carmo,7CP1691SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,4/19/2009,4/28/2009,5/1/2009,Publico,"	-10:39:26,690","	-36:57:53,547","-10,6574138888","-36,9648741666",SIRGAS2000,Definitiva,Vertical,0,873,873,MR,10,6.47,0,NM,,,,,Existe,,,,Existe,,,,,,,,,Existe,,,,,SP-01,Itaí,,5/3/2026
7-CP-1694D-SE,90120024065,Carmo,7CP1694DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ARRASADO,7/28/2009,8/7/2009,8/10/2009,Publico,"	-10:38:45,447","	-36:59:44,514","-10,6459575","-36,9956983333",SIRGAS2000,Definitiva,Direcional,993.6,0,1034,MR,129,125.69,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,,,,,,SP-01,Itaí,,5/3/2026
7-CP-1695D-SE,90120024354,Carmo,7CP1695DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,,PRODUZINDO,11/21/2009,11/29/2009,11/30/2009,Publico,"	-10:38:37,784","	-36:59:35,328","-10,6438288888","-36,9931466666",SIRGAS2000,Definitiva,Direcional,0,0,0,MR,28,23.11,0,NM,,,,,Existe,,,,Existe,,,,Existe,,,,Existe,,,,,,BCH-06,BCH Energy 6,I,5/3/2026
7-CP-1696D-SE,90120023099,Carmo,7CP1696DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,6/17/2008,6/25/2008,6/29/2008,Publico,"	-10:38:12,249","	-36:58:35,170","-10,6367358333","-36,9764361111",SIRGAS2000,Definitiva,Direcional,0,921,921,MR,36,31.01,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,BCH-06,BCH Energy 6,,5/3/2026
7-CP-1697D-SE,90120024244,Carmo,7CP1697DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,,PRODUZINDO,10/11/2009,10/26/2009,10/28/2009,Publico,"	-10:39:10,267","	-36:56:51,490","-10,6528519444","-36,9476361111",SIRGAS2000,Definitiva,Direcional,0,0,0,MR,7,3.19,0,NM,,,,,Existe,,,,Existe,,,,Existe,,,,Existe,,,,,,BCH-3,BCH Energy 3,I,5/3/2026
7-CP-1698-SE,90120024161,Carmo,7CP1698SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,,FECHADO,9/5/2009,9/15/2009,9/17/2009,Publico,"	-10:39:06,423","	-36:56:47,366","-10,6517841666","-36,9464905555",SIRGAS2000,Definitiva,Vertical,-853,860,860,MR,7,2.66,0,NM,,,,,Existe,,,,Existe,,,,,,,,,Existe,,,,,BCH-3,BCH Energy 3,,5/3/2026
7-CP-1700D-SE,90120024385,Carmo,7CP1700DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,12/5/2009,12/12/2009,12/15/2009,Publico,"	-10:38:12,886","	-36:55:57,859","-10,6369127777","-36,9327386111",SIRGAS2000,Definitiva,Direcional,0,0,868,MR,7,2.08,0,NM,,,,,Existe,,,,Existe,,,,Existe,,,,Existe,,,,,,BCH-06,BCH Energy 6,,5/3/2026
7-CP-1701D-SE,90120023682,Carmo,7CP1701DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2/5/2009,2/12/2009,2/14/2009,Publico,"	-10:37:57,874","	-36:56:07,610","-10,6327427777","-36,9354472222",SIRGAS2000,Definitiva,Direcional,0,900,900,MR,8,3.23,0,NM,,,,,Existe,,,,Existe,,,,Existe,,,,Existe,,,,,,BCH-06,BCH Energy 6,,5/3/2026
7-CP-1702-SE,90120025776,Carmo,7CP1702SE,SE,Sergipe,,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,INJETANDO,9/27/2011,10/11/2011,10/12/2011,Publico,"	-10:38:22,501","	-36:56:15,701","-10,6395836111","-36,9376947222",SIRGAS2000,Definitiva,Vertical,-851.1,858,859.1,MR,8,2.44,0,NM,,,,,Existe,,,,Existe,,,,,,,,,Existe,,,,,ETX-03,SONDA CONVENCIONAL ETX-03,,5/3/2026
7-CP-1703D-SE,90120025848,Carmo,7CP1703DSE,SE,Sergipe,,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,11/8/2011,11/25/2011,11/27/2011,Publico,"	-10:38:13,153","	-36:56:06,120","-10,6369869444","-36,9350333333",SIRGAS2000,Definitiva,Direcional,-844,884,883.4,MR,8,2.16,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,ETX-03,SONDA CONVENCIONAL ETX-03,,5/3/2026
7-CP-1704-SE,90120024531,Carmo,7CP1704SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2/3/2010,2/13/2010,2/15/2010,Publico,"	-10:38:35,236","	-36:56:35,646","-10,6431211111","-36,943235",SIRGAS2000,Definitiva,Vertical,-853.4,860,861.4,MR,8,2.8,0,NM,,,,,Existe,,,,Existe,,,,,,,,,Existe,,,,,BCH-06,BCH Energy 6,,5/3/2026
7-CP-1705-SE,90120024306,Carmo,7CP1705SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,,PRODUZINDO,11/2/2009,11/10/2009,11/12/2009,Publico,"	-10:38:49,120","	-36:56:35,148","-10,6469777777","-36,9430966666",SIRGAS2000,Definitiva,Vertical,0,0,0,MR,7,3.6,0,NM,,,,,Existe,,,,Existe,,,,Existe,,,,,,,,,,SP-01,Itaí,I,5/3/2026
7-CP-1706D-SE,90120022922,Carmo,7CP1706DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,3/29/2008,4/4/2008,4/6/2008,Publico,"	-10:38:26,994","	-36:57:50,089","-10,6408316666","-36,9639136111",SIRGAS2000,Definitiva,Direcional,0,913,913,MR,9,3.84,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,SC-82,SONDA CONVENCIONAL 82,,5/3/2026
7-CP-1707D-SE,90120022602,Carmo,7CP1707DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,10/14/2007,10/14/2007,10/22/2007,Publico,"	-10:37:28,063","	-36:57:51,532","-10,6244619444","-36,9643144444",SIRGAS2000,Definitiva,Direcional,0,871,900,MR,38,33.88,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,SC-85,SONDA CONVENCIONAL 85,,5/3/2026
7-CP-1708-SE,90120023896,Carmo,7CP1708SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,5/8/2009,5/23/2009,5/26/2009,Publico,"	-10:37:43,645","	-36:57:14,402","-10,6287902777","-36,9540005555",SIRGAS2000,Definitiva,Vertical,853,854,854,MR,15,11.63,0,NM,,,,,Existe,,,,Existe,,,,,,,,,Existe,,,,,BCH-3,BCH Energy 3,,5/3/2026
7-CP-1709-SE,90120022967,Carmo,7CP1709SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,4/23/2008,5/11/2008,5/13/2008,Publico,"	-10:37:37,295","	-36:57:13,210","-10,6270263888","-36,9536694444",SIRGAS2000,Definitiva,Vertical,0,0,873,MR,28,22.75,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,SC-82,SONDA CONVENCIONAL 82,,5/3/2026
7-CP-170D-SE,901200041000,Carmo,7CP  0170D SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,N,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,5/10/1967,6/6/1967,6/6/1967,Publico,"	-10:38:32,398","	-36:57:57,700","-10,6423327777","-36,9660277777",SIRGAS2000,Definitiva,Direcional,,950,,MR,11,,,,,,,,,,,,,,Existe,,,,,,,,,,,,SC-70,SONDA CONVENCIONAL 70,,5/3/2026
7-CP-1710D-SE,90120022506,Carmo,7CP1710DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,8/17/2007,,8/27/2007,Publico,"	-10:37:52,186","	-36:57:57,505","-10,6311627777","-36,9659736111",SIRGAS2000,Definitiva,Direcional,0,858,897,MR,12,6.51,0,NM,,,,,,,,,Existe,,,,,,,,Existe,Existe,,,,,SC-82,SONDA CONVENCIONAL 82,,5/3/2026
7-CP-1711-SE,90120023151,Carmo,7CP1711SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,7/10/2008,7/20/2008,7/20/2008,Publico,"	-10:37:34,568","	-36:58:17,947","-10,6262688888","-36,9716519444",SIRGAS2000,Definitiva,Vertical,944,944,944,MR,74,69.28,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,SC-82,SONDA CONVENCIONAL 82,,5/3/2026
7-CP-1713D-SE,90120024893,Carmo,7CP1713DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,7/14/2010,7/30/2010,8/1/2010,Publico,"	-10:38:05,040","	-36:58:36,029","-10,6347333333","-36,9766747222",SIRGAS2000,Definitiva,Direcional,-842.3,930,930.4,MR,35,30.54,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,BCH-3,BCH Energy 3,,5/3/2026
7-CP-1714D-SE,90120023100,Carmo,7CP1714DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,6/9/2008,6/15/2008,6/19/2008,Publico,"	-10:37:53,161","	-36:58:12,990","-10,6314336111","-36,970275",SIRGAS2000,Definitiva,Direcional,0,933,933,MR,14,9.88,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,SC-85,SONDA CONVENCIONAL 85,,5/3/2026
7-CP-1716D-SE,90120023122,Carmo,7CP1716DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,6/19/2008,6/26/2008,6/28/2008,Publico,"	-10:37:40,421","	-36:58:22,425","-10,6278947222","-36,9728958333",SIRGAS2000,Definitiva,Direcional,944.3,980.5,980.5,MR,95,90.76,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,SC-82,SONDA CONVENCIONAL 82,,5/3/2026
7-CP-1719-SE,90120022872,Carmo,7CP1719SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,3/8/2008,3/16/2008,3/16/2008,Publico,"	-10:39:46,650","	-36:58:04,241","-10,6629583333","-36,9678447222",SIRGAS2000,Definitiva,Vertical,907,907,907,MR,25,20.5,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,,,,,,SC-91,SONDA CONVENCIONAL 91,,5/3/2026
7-CP-171D-SE,901200041200,Carmo,7CP  0171D SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,N,7 ,Desenvolvimento,INJEÇÃO DE ÁGUA,INJETANDO,5/23/1967,6/13/1967,6/13/1967,Publico,"	-10:37:38,878","	-36:55:47,131","-10,6274661111","-36,9297586111",SIRGAS2000,Definitiva,Direcional,,1024,,MR,49,,,,,,,,,,,,,,Existe,,,,,,,,,,,,SC-73,SONDA CONVENCIONAL 73,,5/3/2026
7-CP-172-SE,901200041600,Carmo,7CP  0172  SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,N,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,6/9/1967,6/19/1967,6/19/1967,Publico,"	-10:38:19,337","	-36:57:55,102","-10,6387047222","-36,9653061111",SIRGAS2000,Definitiva,Vertical,,828,,MR,8,,,,,,,,,,,,,,Existe,,,,,,,,,,,,SC-70,SONDA CONVENCIONAL 70,,5/3/2026
7-CP-1720D-SE,90120024105,Carmo,7CP1720DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,8/14/2009,8/31/2009,9/2/2009,Publico,"	-10:39:19,211","	-36:57:16,114","-10,6553363888","-36,9544761111",SIRGAS2000,Definitiva,Direcional,-875.5,915,911.1,MR,7,2.97,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,BCH-3,BCH Energy 3,,5/3/2026
7-CP-1721D-SE,90120022877,Carmo,7CP1721DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,3/9/2008,3/15/2008,3/18/2008,Publico,"	-10:39:50,325","	-36:58:22,742","-10,6639791666","-36,9729838888",SIRGAS2000,Definitiva,Direcional,866,0,930,MR,36.26,31.26,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,SC-91,SONDA CONVENCIONAL 91,I,5/3/2026
7-CP-1722-SE,90120024457,Carmo,7CP1722SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,1/2/2010,1/14/2010,1/16/2010,Publico,"	-10:38:58,528","	-37:00:14,374","-10,6495911111","-37,0039927777",SIRGAS2000,Definitiva,Vertical,-754.5,885,885.5,MR,131,125.67,0,NM,,,,,Existe,,,,Existe,,,,,,,,,Existe,,,,,BCH-3,BCH Energy 3,,5/3/2026
7-CP-1723D-SE,90120023927,Carmo,7CP1723DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,5/29/2009,6/6/2009,6/8/2009,Publico,"	-10:39:24,396","	-36:57:43,623","-10,6567766666","-36,9621175",SIRGAS2000,Definitiva,Direcional,882.3,913,913,MR,9,4.75,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,BCH-3,BCH Energy 3,,5/3/2026
7-CP-1724-SE,90120024001,Carmo,7CP1724SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,6/30/2009,7/13/2009,7/14/2009,Publico,"	-10:39:42,675","	-36:58:19,070","-10,6618541666","-36,9719638888",SIRGAS2000,Definitiva,Vertical,898,0,898,MR,33,28.87,0,NM,,,,,Existe,,,,Existe,,,,,,,,,Existe,,,,,BCH-3,BCH Energy 3,,5/3/2026
7-CP-1726D-SE,90120023090,Carmo,7CP1726DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,6/1/2008,6/13/2008,6/14/2008,Publico,"	-10:38:26,731","	-36:58:51,741","-10,6407586111","-36,9810391666",SIRGAS2000,Definitiva,Direcional,0,970,970,MR,52,47.67,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,BCH-06,BCH Energy 6,,5/3/2026
7-CP-1727D-SE,90120023129,Carmo,7CP1727DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,7/2/2008,7/8/2008,7/11/2008,Publico,"	-10:38:18,319","	-36:58:35,611","-10,6384219444","-36,9765586111",SIRGAS2000,Definitiva,Direcional,890.5,940,940,MR,45.4,40.9,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,SC-82,SONDA CONVENCIONAL 82,I,5/3/2026
7-CP-1728D-SE,90120023085,Carmo,7CP1728DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,6/11/2008,6/19/2008,6/22/2008,Publico,"	-10:38:24,187","	-36:58:23,985","-10,6400519444","-36,9733291666",SIRGAS2000,Definitiva,Direcional,0,943,943.2,MR,38,33.27,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,SC-82,SONDA CONVENCIONAL 82,,5/3/2026
7-CP-1729D-SE,90120024497,Carmo,7CP1729DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,EM INTERVENÇÃO,1/17/2010,1/27/2010,1/29/2010,Publico,"	-10:38:37,906","	-36:55:51,195","-10,6438627777","-36,9308875",SIRGAS2000,Definitiva,Direcional,-854.1,900,895.2,MR,8,3.79,0,NM,,,,,Existe,,,,Existe,,,,Existe,,,,Existe,,,,,,BCH-3,BCH Energy 3,,5/3/2026
7-CP-173-SE,901200042000,Carmo,7CP  0173  SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,N,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,6/28/1967,7/8/1967,7/8/1967,Publico,"	-10:39:23,627","	-36:56:38,084","-10,6565630555","-36,9439122222",SIRGAS2000,Definitiva,Vertical,,828,,MR,6.3,,,,,,,,,,,,,,Existe,,,,,,,,,,,,SC-70,SONDA CONVENCIONAL 70,,5/3/2026
7-CP-1730D-SE,90120023994,Carmo,7CP1730DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,6/25/2009,7/11/2009,7/13/2009,Publico,"	-10:38:31,610","	-36:56:18,810","-10,6421138888","-36,9385583333",SIRGAS2000,Definitiva,Direcional,866.5,0,890,MR,11,6.15,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,BCH-06,BCH Energy 6,,5/3/2026
7-CP-1731-SE,90120023763,Carmo,7CP1731SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,3/11/2009,3/30/2009,3/30/2009,Publico,"	-10:38:54,235","	-36:56:22,287","-10,6483986111","-36,9395241666",SIRGAS2000,Definitiva,Vertical,0,0,881,MR,10,6.3,0,NM,,,,,Existe,,,,Existe,,,,,,,,,Existe,,,,,BCH-3,BCH Energy 3,,5/3/2026
7-CP-1732D-SE,90120024149,Carmo,7CP1732DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,9/1/2009,9/10/2009,9/12/2009,Publico,"	-10:38:45,370","	-36:56:25,108","-10,6459361111","-36,9403077777",SIRGAS2000,Definitiva,Direcional,870.4,0,893,MR,12,7.12,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,BCH-06,BCH Energy 6,,5/3/2026
7-CP-1733D-SE,90120022905,Carmo,7CP1733DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,3/26/2008,,8/14/2008,Publico,"	-10:38:06,376","	-36:57:44,613","-10,6351044444","-36,9623925",SIRGAS2000,Definitiva,Direcional,0,97,97,MR,11,6.49,0,NM,,,,,,,,,,,,,,,,,Existe,,,,,,SC-82,SONDA CONVENCIONAL 82,,5/3/2026
7-CP-1733DA-SE,90120024033,Carmo,7CP1733DASE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,7/17/2009,8/3/2009,8/12/2009,Publico,"	-10:38:06,375","	-36:57:44,354","-10,6351041666","-36,9623205555",SIRGAS2000,Definitiva,Direcional,-809.82,860,859.8,MR,11,6.32,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,BCH-06,BCH Energy 6,,5/3/2026
7-CP-1737-SE,90120022719,Carmo,7CP1737SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,12/14/2007,1/7/2008,1/9/2008,Publico,"	-10:37:27,613","	-36:57:09,331","-10,6243369444","-36,9525919444",SIRGAS2000,Definitiva,Vertical,862,0,866,MR,15,13.57,0,NM,,,,,Existe,,,,Existe,,,,,,,,,Existe,,,,,SHRP - 01,ROTOPERCURSORA HIDROGEO,,5/3/2026
7-CP-1738-SE,90120022675,Carmo,7CP1738SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,11/23/2007,12/1/2007,12/4/2007,Publico,"	-10:37:26,161","	-36:57:19,085","-10,6239336111","-36,9553013888",SIRGAS2000,Definitiva,Vertical,0,0,860,MR,11,68.6,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,SC-85,SONDA CONVENCIONAL 85,,5/3/2026
7-CP-1739D-SE,90120022709,Carmo,7CP1739DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,12/8/2007,12/17/2007,12/18/2007,Publico,"	-10:37:16,218","	-36:57:43,955","-10,6211716666","-36,9622097222",SIRGAS2000,Definitiva,Direcional,0,916,916,MR,18,12.86,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,SC-82,SONDA CONVENCIONAL 82,,5/3/2026
7-CP-1741D-SE,90120025603,Carmo,7CP1741DSE,SE,Sergipe,,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,6/28/2011,7/6/2011,7/9/2011,Publico,"	-10:38:26,173","	-36:56:25,750","-10,6406036111","-36,9404861111",SIRGAS2000,Definitiva,Direcional,-814.9,845,844,MR,10,4.92,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,ETX-05,SONDA CONVENCIONAL ETX-05,,5/3/2026
7-CP-1742D-SE,90120025806,Carmo,7CP1742DSE,SE,Sergipe,,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,10/19/2011,11/2/2011,11/5/2011,Publico,"	-10:38:57,014","	-36:56:04,589","-10,6491705555","-36,9346080555",SIRGAS2000,Definitiva,Direcional,-854.1,895,897.3,MR,7,1.24,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,ETX-03,SONDA CONVENCIONAL ETX-03,,5/3/2026
7-CP-1743-SE,90120023363,Carmo,7CP1743SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,10/2/2008,10/7/2008,10/9/2008,Publico,"	-10:37:38,209","	-36:58:44,720","-10,6272802777","-36,9790888888",SIRGAS2000,Definitiva,Vertical,0,882,882,MR,39,33.97,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,SC-91,SONDA CONVENCIONAL 91,,5/3/2026
7-CP-1744-SE,90120023341,Carmo,7CP1744SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,9/22/2008,9/28/2008,9/30/2008,Publico,"	-10:37:34,277","	-36:58:37,360","-10,6261880555","-36,9770444444",SIRGAS2000,Definitiva,Vertical,0,894,894,MR,51,45.8,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,SC-91,SONDA CONVENCIONAL 91,,5/3/2026
7-CP-1745D-SE,90120023288,Carmo,7CP1745DSE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,9/7/2008,9/13/2008,9/14/2008,Publico,"	-10:37:28,311","	-36:58:28,222","-10,6245308333","-36,9745061111",SIRGAS2000,Definitiva,Direcional,0,921,921,MR,55,50,0,NM,,,,,Existe,,,,Existe,,,,,,,,Existe,Existe,,,,,SC-91,SONDA CONVENCIONAL 91,,5/3/2026
7-CP-1746-SE,90120024651,Carmo,7CP1746SE,SE,Sergipe,CP,CP   ,CARMÓPOLIS,T,S,7 ,Desenvolvimento,,INJETANDO,3/23/2010,4/4/2010,4/4/2010,Publico,"	-10:37:43,393","	-36:56:55,844","-10,6287202777","-36,9488455555",SIRGAS2000,Definitiva,Vertical,842.8,885,884.8,MR,42,38.38,0,NM,,,,,Existe,,,,Existe,,,,Existe,,,,,,,,,,BCH-3,BCH Energy 3,,5/3/2026
